type,sectionName,webPublicationDate,webTitle,webUrl,date
article,World news,2023-04-16T00:27:49Z, Russia-Ukraine war at a glance: what we know on day 417 of the invasion,https://www.theguardian.com/world/2023/apr/16/russia-ukraine-war-at-a-glance-what-we-know-on-day-417-of-the-invasion,2023-04-16
article,World news,2023-04-16T08:00:05Z,When Macron met Xi: welcome to the new world disorder,https://www.theguardian.com/world/2023/apr/16/when-emmanuel-macron-met-xi-jinping-new-world-disorder,2023-04-16
article,Politics,2023-04-16T16:05:14Z,James Cleverly in Japan for G7 as UK tilts towards Pacific post-Brexit ,https://www.theguardian.com/politics/2023/apr/16/james-cleverly-in-japan-for-g7-as-uk-tilts-towards-pacific-post-brexit,2023-04-16
liveblog,World news,2023-04-16T17:11:25Z,Russia-Ukraine war live: Kyiv’s forces in ‘unprecedented’ bloody battles in Bakhmut – as it happened,https://www.theguardian.com/world/live/2023/apr/16/russia-ukraine-war-live-kyivs-forces-in-unprecedented-bloody-battles-in-bakhmut,2023-04-16
article,World news,2023-04-17T09:00:36Z,Former senior diplomats urge west to ‘go all in’ on military support for Ukraine,https://www.theguardian.com/world/2023/apr/17/former-senior-diplomats-urge-west-to-go-all-in-on-military-support-for-ukraine,2023-04-17
liveblog,World news,2023-04-17T17:49:24Z,Russia-Ukraine war: condemnation grows of Kara-Murza’s prison sentence as wife ‘baffled’ by UK’s ‘weak’ response – as it happened,https://www.theguardian.com/world/live/2023/apr/17/russia-ukraine-war-live-verdict-due-in-treason-trial-of-kremlin-critic-putin-meets-chinese-defence-minister,2023-04-17
article,World news,2023-04-17T20:05:34Z,Emmanuel Macron insists pension reform is necessary in TV address,https://www.theguardian.com/world/2023/apr/17/emmanuel-macron-insists-pension-reform-is-necessary-in-tv-address,2023-04-17
article,World news,2023-04-18T05:00:37Z,West prepares for Putin to use ‘whatever tools he’s got left’ in Ukraine,https://www.theguardian.com/world/2023/apr/18/west-prepares-for-putin-to-use-whatever-tools-hes-got-left-in-ukraine,2023-04-18
article,Politics,2023-04-18T16:00:14Z,"UK should not ‘pull the shutters down’ on China, says James Cleverly",https://www.theguardian.com/politics/2023/apr/18/uk-should-not-pull-the-shutters-down-on-china-says-james-cleverly,2023-04-18
article,World news,2023-04-19T03:00:27Z,French trade minister to visit UK after post-Brexit ‘hiccup’,https://www.theguardian.com/world/2023/apr/19/french-trade-minister-to-visit-uk-after-post-brexit-hiccup-olivier-becht,2023-04-19
article,World news,2023-04-19T15:55:31Z,"Banging saucepans will not move France forward, says Macron",https://www.theguardian.com/world/2023/apr/19/banging-saucepans-will-not-move-france-forward-says-macron,2023-04-19
article,UK news,2023-04-19T17:31:49Z,French publisher arrested in London was ‘asked about support for Macron’,https://www.theguardian.com/uk-news/2023/apr/19/french-publisher-arrested-in-london-was-asked-about-support-for-macron,2023-04-19
article,Books,2023-04-20T11:27:44Z,‘Chilling’ arrest of French publisher by UK counter-terrorism police condemned,https://www.theguardian.com/books/2023/apr/20/chilling-arrest-of-french-publisher-by-uk-counter-terrorism-police-condemned-ernest-moret,2023-04-20
article,Politics,2023-04-20T15:24:34Z,MEPs condemn Suella Braverman over arrest of French publisher,https://www.theguardian.com/politics/2023/apr/20/meps-condemn-suella-braverman-over-arrest-of-french-publisher-ernest-moret,2023-04-20
article,World news,2023-04-21T03:45:07Z,The long history of protesting with pots and pans,https://www.theguardian.com/world/2023/apr/21/the-long-history-of-protesting-with-pots-and-pans,2023-04-21
article,Business,2023-04-21T05:00:05Z,How can the UK tackle double-digit inflation?,https://www.theguardian.com/business/2023/apr/21/how-can-the-uk-tackle-double-digit-inflation,2023-04-21
article,World news,2023-04-21T05:40:20Z,Friday briefing: Food prices continue to surge – how will the UK and the rest of the world respond?,https://www.theguardian.com/world/2023/apr/21/first-edition-food-price-inflation,2023-04-21
article,Environment,2023-04-21T11:10:48Z,‘There’s a lot of posturing’: Europe’s nuclear divide grows as one plant opens and three close,https://www.theguardian.com/world/2023/apr/21/europe-nuclear-divide-grows-one-plant-opens-three-close-finland-germany,2023-04-21
liveblog,World news,2023-04-21T17:54:16Z,Nato ‘confident’ Kyiv can retake territory in new offensive; Moscow issues warrant for Ukrainian spy chief – as it happened,https://www.theguardian.com/world/live/2023/apr/21/russia-ukraine-war-live-moscows-accidental-strike-on-belgorod-injures-two-china-says-it-is-not-inflaming-conflict,2023-04-21
article,News,2023-04-22T22:01:21Z,For the record,https://www.theguardian.com/news/2023/apr/22/for-the-record,2023-04-22
article,World news,2023-04-23T04:42:07Z,Taiwan Strait: top EU diplomat calls for European navy patrols ,https://www.theguardian.com/world/2023/apr/23/taiwan-strait-top-eu-diplomat-calls-for-european-navy-patrols,2023-04-23
article,World news,2023-04-23T07:00:33Z,Truce or a bloody stalemate? It all rides on Ukraine’s spring offensive | Simon Tisdall,https://www.theguardian.com/world/2023/apr/23/truce-stalemate-ukraine-spring-offensive-volodymyr-zelenskiy,2023-04-23
article,World news,2023-04-23T12:48:42Z,Baltic states condemn China envoy’s remarks over sovereignty of ex-Soviet nations,https://www.theguardian.com/world/2023/apr/23/france-and-baltic-states-condemn-china-envoy-remarks-over-ukraine-sovereignty,2023-04-23
liveblog,World news,2023-04-23T17:08:10Z,Ukraine reportedly sets up positions on eastern Dnipro river in attempt to dislodge Russian troops – as it happened,https://www.theguardian.com/world/live/2023/apr/23/russia-ukraine-war-live-thousands-evacuated-after-bomb-scare-in-russian-city-struck-by-own-forces,2023-04-23
article,World news,2023-04-24T13:04:57Z,China rows back after envoy denies sovereignty of former Soviet states,https://www.theguardian.com/world/2023/apr/24/china-rows-back-after-envoy-denies-sovereignty-of-former-soviet-states,2023-04-24
article,Environment,2023-04-24T14:48:41Z,European countries pledge huge expansion of North Sea wind farms,https://www.theguardian.com/environment/2023/apr/24/european-countries-pledge-huge-expansion-of-north-sea-wind-farms,2023-04-24
article,World news,2023-04-24T17:30:24Z,French electricity workers may pull plug on Cannes film festival over pension law,https://www.theguardian.com/world/2023/apr/24/french-electricity-workers-may-pull-plug-on-cannes-film-festival-over-pension-law,2023-04-24
liveblog,World news,2023-04-25T00:02:22Z,Sudanese Armed Forces and RSF agree to ceasefire starting at midnight – as it happened,https://www.theguardian.com/world/live/2023/apr/24/sudan-crisis-evacuations-khartoum-unrest-aid-latest-news-updates,2023-04-25
liveblog,World news,2023-04-25T22:15:52Z,"Sudan live: first British evacuation flight leaves Khartoum, UK confirms; Sudanese army accused of breaching ceasefire",https://www.theguardian.com/world/live/2023/apr/25/sudan-live-uk-government-coordinating-evacuation-of-british-nationals,2023-04-25
article,Opinion,2023-04-28T08:16:20Z,Can China broker peace in Ukraine? Don't rule it out | Rajan Menon and Daniel R DePetris,https://www.theguardian.com/commentisfree/2023/apr/28/china-peace-ukraine-xi-jinping-moscow-kyiv,2023-04-28
article,World news,2023-04-28T13:31:38Z,France urged to outlaw hair discrimination against afros and braids,https://www.theguardian.com/world/2023/apr/28/france-urged-to-outlaw-hair-discrimination,2023-04-28
article,World news,2023-04-29T02:00:23Z,‘Publishing these books is a risk’: Taiwan’s booksellers stand up for democracy,https://www.theguardian.com/world/2023/apr/29/taiwan-booksellers-stand-up-for-democracy-china-censorship,2023-04-29
article,Books,2023-04-30T06:00:02Z,The Russo-Ukrainian War by Serhii Plokhy review – deeply personal study of ‘an old-fashioned imperial war’,https://www.theguardian.com/books/2023/apr/30/the-russo-ukrainian-war-by-serhii-plokhy-review,2023-04-30
article,Books,2023-04-30T08:00:05Z,Johnson at 10 review – ducking and diving with the PM who would be king,https://www.theguardian.com/books/2023/apr/30/johnson-at-10-anthony-seldon-raymond-newell-review-ducking-and-diving-with-the-pm-who-would-be-king-boris-johnson,2023-04-30
liveblog,World news,2023-04-30T19:05:54Z,Heavy shelling reported in Kharkiv region after overnight attacks in Kherson – as it happened,https://www.theguardian.com/world/live/2023/apr/30/russia-ukraine-war-live-russian-soldiers-likely-placed-in-holes-in-the-ground-for-misdemeanours-says-uk,2023-04-30
liveblog,World news,2023-05-01T18:00:05Z,Russia-Ukraine war as it happened: explosion derails Russian train; at least 34 injured after Pavlohrad attack,https://www.theguardian.com/world/live/2023/may/01/russia-ukraine-war-live-air-raid-sirens-in-kyiv-and-across-ukraine-as-officials-warn-of-missile-threat,2023-05-01
article,Opinion,2023-05-01T18:18:18Z,The Guardian view on Brexit barriers and the young: a new deal is needed | Editorial,https://www.theguardian.com/commentisfree/2023/may/01/the-guardian-view-on-brexit-barriers-and-the-young-a-new-deal-is-needed,2023-05-01
article,World news,2023-05-02T15:28:54Z,French minister’s steamy novel turns up heat on Macron,https://www.theguardian.com/world/2023/may/02/french-minister-bruno-le-maire-steamy-novel-turns-up-heat-on-macron,2023-05-02
article,UK news,2023-05-03T17:00:15Z,King’s coronation: who’s on the guest list and who isn’t (and why),https://www.theguardian.com/uk-news/2023/may/03/kings-coronation-whos-on-the-guest-list-and-who-isnt-and-why,2023-05-03
article,Opinion,2023-05-03T17:56:06Z,The Guardian view on Saudi Arabia’s rehabilitation: following the money | Editorial,https://www.theguardian.com/commentisfree/2023/may/03/the-guardian-view-on-saudi-arabias-rehabilitation-following-the-money,2023-05-03
article,World news,2023-05-04T05:00:41Z,New EU envoy recognises ‘willingness to rebuild relationship’ between UK and EU,https://www.theguardian.com/world/2023/may/04/new-eu-envoy-recognises-willingness-to-rebuild-relationship-between-uk-and-eu,2023-05-04
article,World news,2023-05-04T16:26:56Z,Italian foreign minister calls off Paris visit over ‘insults’ from France,https://www.theguardian.com/world/2023/may/04/italian-foreign-minister-calls-off-paris-visit-over-insults-from-france,2023-05-04
article,Opinion,2023-05-06T14:46:46Z,Nothing but drizzle was permitted to rain on this parade. So why did Charles look so glum?,https://www.theguardian.com/commentisfree/2023/may/06/nothing-but-drizzle-was-permitted-to-rain-on-this-parade-so-why-did-charles-look-so-glum,2023-05-06
article,Opinion,2023-05-07T09:00:18Z,"In new battle for the Pacific, US and China force regional states to take sides | Simon Tisdall",https://www.theguardian.com/commentisfree/2023/may/07/in-new-battle-for-the-pacific-us-and-china-force-regional-states-to-take-sides,2023-05-07
article,UK news,2023-05-07T12:29:38Z,French left attacks ‘nauseating’ coronation but right gives praise,https://www.theguardian.com/uk-news/2023/may/07/french-leftwing-attacks-nauseating-coronation-but-right-gives-praise,2023-05-07
article,Politics,2023-05-08T08:39:10Z,EU expected to delay fingerprinting and facial recognition checks at Dover,https://www.theguardian.com/politics/2023/may/08/eu-expected-to-delay-fingerprinting-and-facial-recognition-checks-at-dover,2023-05-08
article,US news,2023-05-08T09:00:03Z,White House prepares for possible charges against Hunter Biden,https://www.theguardian.com/us-news/2023/may/08/white-house-prepares-for-possible-charges-against-hunter-biden,2023-05-08
article,World news,2023-05-09T04:00:10Z,EU urged to tighten spyware safeguards in wake of Pegasus revelations ,https://www.theguardian.com/world/2023/may/09/eu-parliament-report-calls-for-tighter-regulation-of-spyware,2023-05-09
article,Politics,2023-05-09T13:58:45Z,"Defence, travel, science: how post-Brexit relations could warm further",https://www.theguardian.com/politics/2023/may/09/defence-travel-science-how-post-brexit-relations-could-warm-further,2023-05-09
article,World news,2023-05-10T11:59:36Z,Former Rwanda police officer on trial in Paris accused of taking part in genocide,https://www.theguardian.com/world/2023/may/10/former-rwanda-police-officer-on-trial-in-paris-accused-of-taking-part-in-genocide,2023-05-10
article,US news,2023-05-10T17:52:35Z,Biden to host India’s Modi for state visit despite concerns over human rights,https://www.theguardian.com/us-news/2023/may/10/joe-biden-narendra-modi-india-state-visit,2023-05-10
liveblog,World news,2023-05-10T17:55:45Z,"Russian forces in Bakhmut pushed back by up to 2km in some areas, claims Ukraine military commander – as it happened",https://www.theguardian.com/world/live/2023/may/10/russia-ukraine-war-live-france-calls-on-eu-to-label-wagner-a-terrorist-group-as-britain,2023-05-10
article,World news,2023-05-11T08:30:48Z,Iranian dissident put under 24-hour police protection in UK after threats to life,https://www.theguardian.com/world/2023/may/11/iranian-dissident-masih-alinejad-24-hour-police-protection-uk-threats-to-life,2023-05-11
article,World news,2023-05-11T13:34:51Z,French leaders warn of toxic rows over immigration after arson attack,https://www.theguardian.com/world/2023/may/11/french-leaders-warn-of-toxic-rows-over-immigration-after-far-right-arson-attack,2023-05-11
article,World news,2023-05-11T16:00:30Z,Backlash over plan to force French town halls to display presidential portrait,https://www.theguardian.com/world/2023/may/11/backlash-over-plan-to-force-french-town-halls-to-display-presidential-portrait-emmanuel-macron,2023-05-11
article,World news,2023-05-14T15:51:43Z,"Ukraine can defeat Russia by end of year with western help, Zelenskiy says",https://www.theguardian.com/world/2023/may/14/ukraine-can-defeat-russia-by-end-of-year-with-western-help-zelenskiy-says,2023-05-14
liveblog,World news,2023-05-14T21:02:06Z,Russia-Ukraine war – as it happened: Zelenskiy arrives in France to meet Macron after Germany visit,https://www.theguardian.com/world/live/2023/may/14/russia-ukraine-war-live-zelenskiy-arrives-in-berlin-after-germany-announces-further-27bn-of-military-aid,2023-05-14
liveblog,Business,2023-05-15T16:47:33Z,Petrol and diesel retailers pump up profit margins; Europe approves Microsoft’s $69bn Activision Deal – as it happened,https://www.theguardian.com/business/live/2023/may/15/uk-avoid-recession-currys-profit-outlook-europe-forecasts-turkey-lira-business-live,2023-05-15
liveblog,World news,2023-05-15T17:55:45Z,"UK will train Ukraine pilots, Sunak tells Zelenskiy; Russia and Iran appear to be expanding cooperation, US says – as it happened",https://www.theguardian.com/world/live/2023/may/15/russia-ukraine-war-latest-g7-reportedly-set-to-tighten-russia-sanctions-france-to-send-kyiv-military-aid-live,2023-05-15
article,World news,2023-05-15T18:27:38Z,Russia-Ukraine war at a glance: what we know on day 446 of the invasion,https://www.theguardian.com/world/2023/may/15/russia-ukraine-war-at-a-glance-what-we-know-on-day-446-of-the-invasion,2023-05-15
article,Opinion,2023-05-16T06:00:06Z,Sunak must be firm. Ukraine’s fate will be decided by war and diplomacy – not by sanctions | Simon Jenkins,https://www.theguardian.com/commentisfree/2023/may/16/sunak-ukraine-war-sanctions-trade,2023-05-16
article,Opinion,2023-05-16T11:00:05Z,The centre left is on the up around the world. Here’s what Keir Starmer can learn from it | Claire Ainsley,https://www.theguardian.com/commentisfree/2023/may/16/centre-left-revival-keir-starmer-labour,2023-05-16
article,World news,2023-05-16T11:12:23Z,France to compensate thousands more relatives of Algerian Harki fighters,https://www.theguardian.com/world/2023/may/16/france-to-compensate-thousands-more-relatives-of-algerian-harki-fighters,2023-05-16
article,World news,2023-05-16T13:03:52Z,"Zelenskiy’s Europe tour was a success, but west’s latest gifts may not be enough",https://www.theguardian.com/world/2023/may/16/zelenskiy-europe-tour-was-a-success-but-wests-latest-gifts-may-not-be-enough,2023-05-16
article,World news,2023-05-16T16:26:53Z,Ursula von der Leyen steps up calls for tribunal for Russia’s ‘crime of aggression’,https://www.theguardian.com/world/2023/may/16/ursula-von-der-leyen-special-tribunal-russia-aggression-vladimir-putin,2023-05-16
liveblog,World news,2023-05-16T17:42:37Z,Russia-Ukraine war updates: ‘exceptionally’ intense air strikes on Kyiv overnight; European leaders meet in Iceland – live,https://www.theguardian.com/world/live/2023/may/16/russia-ukraine-war-live-updates-kyiv-russian-air-strikes-latest-news,2023-05-16
article,World news,2023-05-17T05:15:54Z,Liz Truss in Taiwan calls for ‘economic Nato’ to challenge China,https://www.theguardian.com/world/2023/may/17/liz-truss-in-taiwan-calls-for-economic-nato-to-challenge-china,2023-05-17
article,World news,2023-05-17T10:00:40Z,"Nicolas Sarkozy must wear electronic tag, appeals court rules",https://www.theguardian.com/world/2023/may/17/nicolas-sarkozy-wear-electronic-tag-corruption-sentence-appeal-court-france,2023-05-17
article,Politics,2023-05-17T16:00:34Z,Rishi Sunak cites cheap beer and sanitary products as benefits of Brexit,https://www.theguardian.com/politics/2023/may/17/rishi-sunak-cites-cheap-beer-and-sanitary-products-as-benefits-of-brexit,2023-05-17
liveblog,World news,2023-05-17T17:56:04Z,Russia-Ukraine war: Kyiv tells China it will not accept any peace plan involving loss of land to Russia – as it happened,https://www.theguardian.com/world/live/2023/may/17/russia-ukraine-war-live-last-ship-to-leave-ukraine-under-current-grain-deal-jets-pledge-a-good-start-says-zelenskiy,2023-05-17
article,Politics,2023-05-17T21:30:40Z,Rishi Sunak’s upbeat view on economy stokes claims he is out of touch,https://www.theguardian.com/politics/2023/may/17/rishi-sunak-upbeat-view-on-economy-stokes-claims-he-is-out-of-touch,2023-05-17
article,World news,2023-05-17T23:53:34Z,Russia-Ukraine war at a glance: what we know on day 449 of the invasion,https://www.theguardian.com/world/2023/may/18/russia-ukraine-war-at-a-glance-what-we-know-on-day-449-of-the-invasion,2023-05-17
article,World news,2023-05-18T05:52:02Z,"As G7 leaders start to arrive, Japan PM prepares push in Hiroshima for nuclear weapons pledge",https://www.theguardian.com/world/2023/may/18/as-g7-leaders-start-to-arrive-japan-pm-prepares-push-in-hiroshima-for-nuclear-weapons-pledge,2023-05-18
article,Opinion,2023-05-18T06:00:52Z,"If Macron doesn't know why he's despised, he hasn't been listening | Rokhaya Diallo",https://www.theguardian.com/commentisfree/2023/may/18/emmanuel-macron-listening-president-france-social-model-extremism,2023-05-18
article,World news,2023-05-18T09:25:38Z,G7 wrestles with how to prosecute one war and prevent another,https://www.theguardian.com/world/2023/may/18/g7-wrestles-with-how-to-prosecute-one-war-and-prevent-another,2023-05-18
liveblog,Politics,2023-05-18T16:02:00Z,Kemi Badenoch says global carmakers’ UK concerns ‘nothing to do with Brexit’ – as it happened,https://www.theguardian.com/politics/live/2023/may/18/rishi-sunak-net-migration-conservatives-manifesto-g7-japan-keir-starmer-uk-politics-latest,2023-05-18
article,World news,2023-05-18T05:52:02Z,"As G7 leaders start to arrive, Japan PM prepares push in Hiroshima for nuclear weapons pledge",https://www.theguardian.com/world/2023/may/18/as-g7-leaders-start-to-arrive-japan-pm-prepares-push-in-hiroshima-for-nuclear-weapons-pledge,2023-05-18
article,Opinion,2023-05-18T06:00:52Z,"If Macron doesn't know why he's despised, he hasn't been listening | Rokhaya Diallo",https://www.theguardian.com/commentisfree/2023/may/18/emmanuel-macron-listening-president-france-social-model-extremism,2023-05-18
article,World news,2023-05-18T09:25:38Z,G7 wrestles with how to prosecute one war and prevent another,https://www.theguardian.com/world/2023/may/18/g7-wrestles-with-how-to-prosecute-one-war-and-prevent-another,2023-05-18
liveblog,Politics,2023-05-18T16:02:00Z,Kemi Badenoch says global carmakers’ UK concerns ‘nothing to do with Brexit’ – as it happened,https://www.theguardian.com/politics/live/2023/may/18/rishi-sunak-net-migration-conservatives-manifesto-g7-japan-keir-starmer-uk-politics-latest,2023-05-18
liveblog,World news,2023-05-18T17:55:49Z,"Russia-Ukraine war: Storm Shadow missiles used in Ukraine, says UK defence minister –  as it happened",https://www.theguardian.com/world/live/2023/may/18/russia-ukraine-war-live-updates-kyiv-missile-strikes-attack,2023-05-18
article,World news,2023-05-18T18:39:59Z,US risks rift with European allies over hesitancy to supply F-16s to Ukraine,https://www.theguardian.com/world/2023/may/18/us-risks-rift-european-allies-hesitancy-supply-f16s-to-ukraine,2023-05-18
article,US news,2023-05-19T08:52:40Z,Zelenskiy to attend G7 in person as leaders prepare new Russian sanctions | First Thing,https://www.theguardian.com/us-news/2023/may/19/first-thing-zelenskiy-to-attend-g7-in-person-as-leaders-prepare-new-russian-sanctions,2023-05-19
article,Business,2023-05-19T15:30:31Z,‘We’re going all in’: how France raced ahead of UK on electric car batteries,https://www.theguardian.com/business/2023/may/19/france-uk-electric-car-batteries-subsidies,2023-05-19
article,World news,2023-05-19T16:14:08Z,How could F-16s make the difference for Ukraine in the war against Russia?,https://www.theguardian.com/world/2023/feb/01/how-would-f-16-fighter-jets-aid-ukraine-against-russia,2023-05-19
article,Business,2023-05-20T16:00:02Z,"Brexit wrecked UK car industry, but so have the Tories | Phillip Inman",https://www.theguardian.com/business/2023/may/20/brexit-has-wrecked-britains-car-industry-but-so-have-the-tories,2023-05-20
liveblog,World news,2023-05-20T18:10:22Z,Russia-Ukraine war – as it happened: Kyiv says situation in Bakhmut ‘critical’ after Wagner claims control of city,https://www.theguardian.com/world/live/2023/may/20/russia-ukraine-war-live-moscow-renews-air-attacks-on-kyiv-biden-to-meet-zelenskiy-at-g7-summit,2023-05-20
article,Politics,2023-05-21T08:00:21Z,After Brexit: what are the Tories really for?,https://www.theguardian.com/politics/2023/may/21/after-brexit-what-are-the-tories-really-for,2023-05-21
article,World news,2023-05-21T08:26:29Z,Zelenskiy secures fresh US military aid at G7 as Russia hails ‘liberation’ of Bakhmut,https://www.theguardian.com/world/2023/may/21/g7-summit-zelenskiy-meets-world-leaders-in-japan-as-ukraine-war-dominates-talks,2023-05-21
liveblog,World news,2023-05-21T18:20:06Z,Russia-Ukraine war: Zelenskiy says Bakhmut ‘is not occupied’; Russia accuses G7 of ‘undermining global stability’ — as it happened,https://www.theguardian.com/world/live/2023/may/21/russia-ukraine-war-live-zelenskiy-to-meet-biden-at-g7-kyiv-says-fighting-in-bakhmut-continues,2023-05-21
article,World news,2023-05-22T02:00:42Z,Zelenskiy uses G7 summit to reach beyond the west for support,https://www.theguardian.com/world/2023/may/22/volodymyr-zelenskiy-uses-g7-summit-to-reach-beyond-the-west-for-support,2023-05-22
liveblog,World news,2023-05-22T17:56:34Z,"Bakhmut at ‘epicentre’ of combat, Kyiv says; Putin aware of claim ‘saboteurs’ attempted to enter Belgorod – as it happened",https://www.theguardian.com/world/live/2023/may/22/russia-ukraine-war-live-bakhmut-remains-epicentre-of-combat-ukraine-says-brazils-lula-upset-not-to-meet-zelenskiy-at-g7,2023-05-22
article,World news,2023-05-23T04:00:00Z,Italian government accused of exerting ‘ruthless’ influence at state broadcaster,https://www.theguardian.com/world/2023/may/23/italy-government-giorgia-meloni-state-broadcaster-rai,2023-05-23
article,Food,2023-05-26T14:00:36Z,Chef Mory Sacko: ‘Palates are ready to welcome cuisine like mine in France’,https://www.theguardian.com/food/2023/may/26/chef-mory-sacko-mosuke-restaurant-france-interview,2023-05-26
article,Opinion,2023-05-26T17:30:40Z,The Guardian view on water politics in Europe: a new fault line | Editorial,https://www.theguardian.com/commentisfree/2023/may/26/the-guardian-view-on-water-politics-in-europe-a-new-fault-line,2023-05-26
article,Opinion,2023-05-27T16:46:08Z,The Observer view on Moldova: Rishi Sunak has a chance to show Britain’s relevance | Observer editorial,https://www.theguardian.com/commentisfree/2023/may/27/observer-view-on-moldova-britain-must-join-eu-against-russian-threat,2023-05-27
article,Politics,2023-05-28T06:00:24Z,"More than half of voters now want Britain to forge closer ties with the EU, poll reveals",https://www.theguardian.com/politics/2023/may/28/more-than-half-of-voters-now-want-britain-to-forge-closer-ties-with-the-eu-poll-reveals,2023-05-28
article,Opinion,2023-05-28T06:00:25Z,The moment has arrived: Biden must give Ukraine all it needs to win | Simon Tisdall,https://www.theguardian.com/commentisfree/2023/may/28/the-moment-has-arrived-biden-must-give-ukraine-all-it-needs-to-win,2023-05-28
article,World news,2023-05-28T10:28:33Z,EU to step up support for Moldova at summit in face of threat from Russia,https://www.theguardian.com/world/2023/may/28/eu-steps-up-support-moldova-leaders-due-attend-summit,2023-05-28
article,World news,2023-05-28T22:29:40Z,Recep Tayyip Erdoğan wins Turkish presidential election ,https://www.theguardian.com/world/2023/may/28/polls-close-in-second-round-of-the-turkish-presidential-election,2023-05-28
liveblog,World news,2023-05-28T23:10:32Z,Turkey election 2023 live: Erdoğan declared victor in presidential election – as it happened,https://www.theguardian.com/world/live/2023/may/28/turkey-election-live-recep-tayyip-erdogan-kemal-kilicdaroglu-turkish-president-runoff,2023-05-28
liveblog,World news,2023-05-29T17:55:25Z,Russia-Ukraine war live: morning explosions in Kyiv after Ukraine claims to have downed 37 missiles overnight – as it happened,https://www.theguardian.com/world/live/2023/may/29/russia-ukraine-war-live-zelenskiy-thanks-air-defence-forces-as-explosions-rock-kyiv-for-second-night-in-a-row,2023-05-29
article,Global development,2023-05-31T06:00:17Z,"‘Insulted, humiliated, hunted’: plight of migrants as slums razed in French territory of Mayotte",https://www.theguardian.com/global-development/2023/may/31/insulted-humiliated-hunted-plight-of-migrants-as-slums-razed-in-french-territory-of-mayotte,2023-05-31
article,World news,2023-05-31T12:57:22Z,Kosovan PM says he could consider early elections in north if violence ends ,https://www.theguardian.com/world/2023/may/31/kosovos-under-fire-pm-said-he-would-consider-early-elections-in-north-if-violence-ends,2023-05-31
liveblog,Politics,2023-05-31T15:56:32Z,Labour accuses Rishi Sunak of being ‘slippery’ over Covid inquiry messages – as it happened,https://www.theguardian.com/politics/live/2023/may/31/labour-rishi-sunak-slippery-covid-inquiry-messages-uk-politics-live,2023-05-31
article,World news,2023-05-31T16:02:03Z,"West may have to negotiate with Putin as well as pursue war crimes trial, Macron says",https://www.theguardian.com/world/2023/may/31/macron-to-call-for-european-strategic-awakening-after-ukraine-invasion,2023-05-31
article,World news,2023-05-31T17:45:22Z,Russia-Ukraine war at a glance: what we know on day 462 of the invasion,https://www.theguardian.com/world/2023/may/31/russia-ukraine-war-at-a-glance-what-we-know-on-day-462-of-the-invasion,2023-05-31
liveblog,World news,2023-05-31T17:52:39Z,"Russia-Ukraine war: only 500 of 70,000 residents left in Bakhmut, mayor says – as it happened",https://www.theguardian.com/world/live/2023/may/31/russia-ukraine-war-live-russian-oil-refinery-in-krasnodar-on-fire-belgorod-shelled-says-governor,2023-05-31
article,Australia news,2023-05-31T20:36:30Z,"Morning Mail: Ben Roberts-Smith judgment day, AI ban considered, Maroons’ Origin stunner",https://www.theguardian.com/australia-news/2023/jun/01/morning-mail-ben-roberts-smith-judgment-day-ai-ban-considered-maroons-origin-stunner,2023-05-31
article,UK news,2023-05-31T21:30:14Z,"Public spending on asylum system quadruples under Tories, data shows",https://www.theguardian.com/uk-news/2023/may/31/rishi-sunak-join-eu-leaders-asylum-summit-moldova-address-failings,2023-05-31
article,World news,2023-06-01T10:18:57Z,Russia-Ukraine war at a glance: what we know on day 463 of the invasion,https://www.theguardian.com/world/2023/jun/01/russia-ukraine-war-at-a-glance-what-we-know-on-day-463-of-the-invasion,2023-06-01
article,World news,2023-06-01T17:50:40Z,Zelenskiy hails ‘powerful support’ for Ukraine at Moldova summit,https://www.theguardian.com/world/2023/jun/01/zelenskiy-pleads-for-security-guarantees-for-ukraine-and-moldova,2023-06-01
liveblog,World news,2023-06-01T17:54:31Z,"Russia-Ukraine war: two wounded after Belgorod strike, says governor; investigation into ‘locked’ shelter in Kyiv – as it happened",https://www.theguardian.com/world/live/2023/jun/01/russia-ukraine-war-live-three-killed-in-kyiv-as-russia-launches-fresh-overnight-strikes,2023-06-01
article,World news,2023-06-02T09:04:46Z,Macron and Scholz urge Kosovo to hold fresh elections to ease Serbia tensions,https://www.theguardian.com/world/2023/jun/02/macron-scholz-urge-kosovo-fresh-elections-ease-serbia-tensions,2023-06-02
liveblog,Business,2023-06-02T15:45:05Z,"FTSE 100 posts biggest jump since March as US economy adds 339,000 new jobs – as it happened",https://www.theguardian.com/business/live/2023/jun/02/france-threat-credit-rating-downgrade-standard-poors-fiat-us-jobs-report-markets-business-live,2023-06-02
article,World news,2023-06-03T10:27:16Z,‘We will succeed’: Zelenskiy says Ukraine ready to launch counteroffensive ,https://www.theguardian.com/world/2023/jun/03/zelenskiy-says-ukraine-ready-to-launch-counteroffensive,2023-06-03
article,World news,2023-06-03T13:52:50Z,Turkey to send commandos to Kosovo in response to Nato peacekeeping call,https://www.theguardian.com/world/2023/jun/03/turkey-send-commandos-kosovo-response-nato-peace-keeping-call-serbia,2023-06-03
liveblog,World news,2023-06-04T17:11:47Z,"Russia-Ukraine war live: girl, 2, killed in Dnipro blast as Kyiv fends off air attack – as it happened",https://www.theguardian.com/world/live/2023/jun/04/russia-ukraine-war-live-girl-2-killed-in-dnipro-blast-as-kyiv-fends-off-air-attack,2023-06-04
