type,sectionName,webPublicationDate,webTitle,webUrl,date
article,Life and style,2023-01-01T12:00:46Z,"Sport, TV, tech and fashion: what does 2023 have in store for us?",https://www.theguardian.com/lifeandstyle/2023/jan/01/sport-tv-tech-and-fashion-what-does-2023-have-in-store-for-us,2023-01-01
article,World news,2023-01-01T14:10:49Z,1m people gather on Champs-Élysées in Paris to see in new year,https://www.theguardian.com/world/2023/jan/01/1-million-people-gather-on-champs-elysees-in-paris-to-see-in-new-year,2023-01-01
article,World news,2023-01-02T14:00:17Z,‘Not all traditions are good’: lethal accidents deepen French hunting divide,https://www.theguardian.com/world/2023/jan/02/france-hunting-deaths-accidents,2023-01-02
liveblog,World news,2023-01-03T19:00:10Z,Zelenskiy warns of Russian drone campaign as Ukraine claims to have downed almost 500 since September – as it happened,https://www.theguardian.com/world/live/2023/jan/03/russia-ukraine-war-ukraine-says-enemy-equipment-destroyed-in-makiivka-attack-zelenskiy-warns-of-russian-campaign-of-drone-attacks-live,2023-01-03
article,World news,2023-01-04T16:18:01Z,Moscow blames its troops’ use of mobile phones for Makiivka missile strike,https://www.theguardian.com/world/2023/jan/04/moscow-blames-its-troops-use-of-mobile-phones-for-makiivka-missile-strike,2023-01-04
liveblog,World news,2023-01-04T18:59:09Z,Head of Ukraine military intelligence tells Kremlin to expect strikes ‘deeper and deeper’ into Russia – as it happened,https://www.theguardian.com/world/live/2023/jan/04/russia-ukraine-war-live-moscow-revises-makiivka-death-toll-to-89-zelenskiy-reiterates-warning-of-new-russian-offensive,2023-01-04
article,World news,2023-01-05T00:01:05Z,Number of populist world leaders at 20-year low,https://www.theguardian.com/world/2023/jan/05/number-of-populist-world-leaders-at-20-year-low,2023-01-05
article,World news,2023-01-05T19:59:16Z,Russia-Ukraine war at a glance: What we know on day 316 of the invasion,https://www.theguardian.com/world/2023/jan/05/russia-ukraine-war-at-a-glance-what-we-know-on-day-316-of-the-invasion,2023-01-05
article,World news,2023-01-05T20:48:12Z,US and Germany agree to send infantry fighting vehicles to Ukraine,https://www.theguardian.com/world/2023/jan/05/germany-tanks-ukraine-russia-war,2023-01-05
liveblog,World news,2023-01-05T21:07:57Z,"Russia-Ukraine war live: Putin’s ceasefire proposal shows he is ‘trying to find oxygen’, says Biden – as it happened",https://www.theguardian.com/world/live/2023/jan/05/russia-ukraine-war-live-no-rational-reason-west-hasnt-sent-tanks-says-zelenskiy-as-allies-offer-armoured-vehicles-instead,2023-01-05
article,World news,2023-01-09T10:39:20Z,World leaders condemn Brazil violence as US lawmakers call for Bolsonaro extradition ,https://www.theguardian.com/world/2023/jan/09/brazil-congress-jair-bolsonaro-supporters-storm-palace-supreme-court-world-leaders-condemn-violence,2023-01-09
article,World news,2023-01-09T16:56:34Z,‘They were in ecstasy’: how Bolsonaro mob’s orgy of violence rocked Brasília,https://www.theguardian.com/world/2023/jan/09/brazil-riot-palace-attack-bolsonaro-far-right-supporters-lula,2023-01-09
article,World news,2023-01-11T14:06:15Z,‘It’s about showing we’re able to govern’: Le Pen looks to 2027 with plan to sanitise image,https://www.theguardian.com/world/2023/jan/11/france-far-right-le-pen-2027-sanitise-image,2023-01-11
liveblog,Politics,2023-01-11T18:05:29Z,More NHS staff to strike as Rishi Sunak confirms use of private healthcare – as it happened,https://www.theguardian.com/politics/live/2023/jan/11/boris-johnson-partygate-rishi-sunak-tory-labour-latest-updates,2023-01-11
article,World news,2023-01-14T11:56:31Z, Jair Bolsonaro to be investigated as part of inquiry into far-right Brazil riot,https://www.theguardian.com/world/2023/jan/14/jair-bolsonaro-to-be-investigated-as-part-of-inquiry-into-far-right-brazil-riot,2023-01-14
article,World news,2023-01-17T09:09:23Z,Far-right activists go on trial accused of plot to assassinate Macron,https://www.theguardian.com/world/2023/jan/17/far-right-activists-go-on-trial-accused-of-plot-to-assassinate-macron,2023-01-17
article,World news,2023-01-17T11:17:46Z,French city believes Madonna may own artwork lost in war – and asks for loan,https://www.theguardian.com/world/2023/jan/17/madonna-painting-amiens-jerome-martin-langlois-loan,2023-01-17
article,World news,2023-01-18T09:00:00Z,Can EU anger at Biden’s ‘protectionist’ green deal translate into effective action?,https://www.theguardian.com/world/2023/jan/18/eu-anger-biden-green-370bn-deal-action-industrial-policy,2023-01-18
article,World news,2023-01-18T12:29:50Z,France braces for ‘Black Thursday’ general strike over pension changes,https://www.theguardian.com/world/2023/jan/18/france-braces-for-black-thursday-general-strike-over-pension-changes,2023-01-18
liveblog,World news,2023-01-18T19:01:37Z,Russia-Ukraine war: Polish president ‘afraid Moscow is preparing new offensive’ – as it happened,https://www.theguardian.com/world/live/2023/jan/18/russia-ukraine-war-live-pressure-mounts-on-germany-to-send-tanks-chancellor-scholz-due-to-speak-in-davos,2023-01-18
article,Fashion,2023-01-18T20:20:33Z,‘They’re a classic’: rollneck reigns supreme at Paris fashion week,https://www.theguardian.com/fashion/2023/jan/18/theyre-a-classic-rollneck-reigns-supreme-at-paris-fashion-week,2023-01-18
article,World news,2023-01-19T05:15:06Z,The key moments of Jacinda Ardern’s time as prime minister,https://www.theguardian.com/world/2023/jan/19/the-key-moments-of-jacinda-ardern-time-as-prime-minister-of-nz-new-zealand,2023-01-19
article,Opinion,2023-01-19T17:21:07Z,"Today, 17 people will die in unimaginable pain. Here’s how you can help stop that | Polly Toynbee",https://www.theguardian.com/commentisfree/2023/jan/19/die-pain-government-assisted-dying-survey,2023-01-19
article,News,2023-01-20T12:28:08Z,Uber’s lobbying activities in France face inquiry after Guardian investigation ,https://www.theguardian.com/news/2023/jan/20/uber-lobbying-activities-in-france-face-inquiry-after-guardian-investigation,2023-01-20
article,Music,2023-01-21T11:55:06Z,‘We’ve always been very divisive’: Måneskin on fighting fascists and breakfast with Chris Martin,https://www.theguardian.com/music/2023/jan/21/maneskin-eurovision-interview,2023-01-21
article,Opinion,2023-01-22T08:00:30Z,Ukraine is fighting for all of us. Now Europe must fight too | Simon Tisdall,https://www.theguardian.com/commentisfree/2023/jan/22/ukraine-is-fighting-for-all-of-us-now-europe-must-fight-putin-too,2023-01-22
article,World news,2023-01-22T15:47:35Z,Russia-Ukraine war at a glance: what we know on day 333 of the invasion,https://www.theguardian.com/world/2023/jan/22/russia-ukraine-war-at-a-glance-what-we-know-on-day-333-of-the-invasion,2023-01-22
liveblog,World news,2023-01-22T18:00:06Z,Russia-Ukraine war live: Boris Johnson says Ukrainians should get ‘all the tools they need’ – as it happened,https://www.theguardian.com/world/live/2023/jan/22/russia-ukraine-war-think-faster-and-send-tanks-now-ukraine-and-baltic-states-urge-germany-live,2023-01-22
article,World news,2023-01-22T20:38:41Z,"Germany ‘would not stand in way’ of Poland sending tanks to Ukraine, says minister",https://www.theguardian.com/world/2023/jan/22/russia-claims-advances-zaporizhzhia-nato-squabbles-tanks-ukraine,2023-01-22
article,World news,2023-01-23T01:02:59Z,France protests: man lost testicle after clashes with police – lawyer,https://www.theguardian.com/world/2023/jan/23/france-protests-retirement-age-pension-reform-man-loses-testicle-clashes-with-police,2023-01-23
article,World news,2023-01-23T15:09:28Z,Russia-Ukraine war at a glance: what we know on day 334 of the invasion,https://www.theguardian.com/world/2023/jan/23/russia-ukraine-war-at-a-glance-what-we-know-on-day-334-of-the-invasion,2023-01-23
liveblog,World news,2023-01-23T19:00:40Z,"Russia-Ukraine war: Germany ‘not blocking export of Leopard tanks’, says EU foreign policy chief  – as it happened",https://www.theguardian.com/world/live/2023/jan/23/russia-ukraine-war-germany-expects-decision-soon-on-delivery-of-tanks-to-ukraine-zelenskiy-vows-to-fight-corruption-live,2023-01-23
article,Australia news,2023-01-24T03:52:01Z,Penny Wong and Richard Marles to head to France in effort to heal Aukus rift,https://www.theguardian.com/australia-news/2023/jan/24/penny-wong-and-richard-marles-to-head-to-france-in-effort-to-heal-aukus-rift,2023-01-24
article,Sport,2023-01-24T09:00:29Z,UFC fighters close to Bolsonaro find themselves in spotlight after riots,https://www.theguardian.com/sport/2023/jan/24/ufc-fighters-bolsinaro-brazil-riots,2023-01-24
article,World news,2023-01-25T18:58:39Z,US joins Germany in sending tanks to Ukraine as Biden hails ‘united’ effort,https://www.theguardian.com/us-news/2023/jan/25/us-m1-abrams-biden-tanks-ukraine-russia-war,2023-01-25
liveblog,World news,2023-01-25T19:00:10Z,Russia-Ukraine war: Biden says decision to send US tanks to Ukraine is ‘no offensive threat’ to Russia,https://www.theguardian.com/world/live/2023/jan/25/russia-ukraine-war-live-us-and-germany-expected-to-reveal-tanks-deal-zelenskiy-warns-of-new-wave-of-aggression,2023-01-25
liveblog,US news,2023-01-25T21:03:43Z,Pence documents discovery sparks scrutiny on US classification system – as it happened,https://www.theguardian.com/us-news/live/2023/jan/25/pence-trump-biden-classified-documents-us-politics-latest,2023-01-25
article,World news,2023-01-26T14:23:38Z,Russia-Ukraine war at a glance: what we know on day 337 of the invasion,https://www.theguardian.com/world/2023/jan/26/russia-ukraine-war-at-a-glance-what-we-know-on-day-337-of-the-invasion,2023-01-26
article,Fashion,2023-01-26T15:33:35Z,Fashion Statement: Why TV stars shine brighter than the models at fashion week,https://www.theguardian.com/fashion/2023/jan/26/fashion-statement-fashion-week-popular-culture,2023-01-26
liveblog,World news,2023-01-26T18:57:50Z,Eleven killed and 11 wounded in Russian missile attacks; Wagner group classified as criminal organisation by US – as it happened,https://www.theguardian.com/world/live/2023/jan/26/russia-ukraine-war-live-key-thing-now-is-speed-and-volume-says-zelenskiy-as-allies-commit-to-tanks,2023-01-26
article,World news,2023-01-30T15:25:16Z,Russia-Ukraine war at a glance: what we know on day 341 of the invasion,https://www.theguardian.com/world/2023/jan/30/russia-ukraine-war-at-a-glance-what-we-know-on-day-341-of-the-invasion,2023-01-30
article,Australia news,2023-01-30T17:20:45Z,Australia and France agree arms deal for Ukraine as talks seek to bury Aukus debacle,https://www.theguardian.com/australia-news/2023/jan/30/australia-and-france-agree-arms-deal-for-ukraine-as-talks-seek-to-bury-aukus-debacle,2023-01-30
liveblog,World news,2023-01-30T19:00:26Z,Russia-Ukraine war live: Kremlin warns west that sending more weapons to Kyiv will lead to ‘significant escalation’ – as it happened,https://www.theguardian.com/world/live/2023/jan/30/russia-ukraine-war-zelenskiy-faster-weapons-supplies-fighting-donetsk-tough-live,2023-01-30
article,World news,2023-01-30T22:13:27Z,"Poland could supply Ukraine with F-16 fighters, Kyiv suggests",https://www.theguardian.com/world/2023/jan/30/ukraine-needs-faster-supply-of-western-weapons-says-zelenskiy,2023-01-30
article,Opinion,2023-01-31T16:22:38Z,"Just like Eva Green, I’m French and I’m rude. And no, I don’t care what you think | Marie Le Conte",https://www.theguardian.com/commentisfree/2023/jan/31/just-like-eva-green-im-french-and-im-rude-and-no-i-dont-care-what-you-think,2023-01-31
article,World news,2023-01-31T18:30:29Z,US and UK rule out sending fighter jets to Ukraine,https://www.theguardian.com/world/2023/jan/31/us-will-not-supply-f-16-fighter-jets-to-ukraine-says-joe-biden,2023-01-31
liveblog,World news,2023-01-31T18:55:12Z,"Russia-Ukraine war: France to send extra howitzers; military casualties from both sides ‘total 200,000’ – as it happened",https://www.theguardian.com/world/live/2023/jan/31/russia-ukraine-war-live-biden-says-the-us-will-not-provide-f-16-fighter-jets-to-ukraine,2023-01-31
liveblog,World news,2023-02-01T19:06:10Z,"Sending British fighter jets to Ukraine not right approach ‘for now’, says UK defence secretary – as it happened",https://www.theguardian.com/world/live/2023/feb/01/russia-ukraine-war-live-zelenskiy-signals-reforms-ahead-of-eu-summit-in-kyiv-netanyahu-open-to-mediator-role-if-asked,2023-02-01
article,World news,2023-02-02T01:16:27Z,Russia planning major offensive to mark first anniversary of war: Ukraine defence minister,https://www.theguardian.com/world/2023/feb/02/russia-major-new-offensive-to-mark-one-year-anniversary-ukraine-war,2023-02-02
liveblog,World news,2023-02-02T19:00:29Z,"Poland open to sending fighter jets to Kyiv, says PM, if part of Nato decision – as it happened",https://www.theguardian.com/world/live/2023/feb/02/russia-ukraine-war-live-kyiv-warns-of-russian-mobilisation-on-eastern-border-kramatorsk-apartment-block-attack-kills-three,2023-02-02
article,World news,2023-02-03T05:00:22Z,EU leaders to dampen Ukraine’s hopes of fast-track EU membership,https://www.theguardian.com/world/2023/feb/03/eu-leaders-to-dampen-ukraines-hopes-of-fast-track-eu-membership,2023-02-03
article,Opinion,2023-02-03T11:30:06Z,MILF Manor is gross – but not for the reason most people think | Nancy Jo Sales,https://www.theguardian.com/commentisfree/2023/feb/03/milf-manor-reactionary-sexist,2023-02-03
article,Opinion,2023-02-03T12:00:00Z,Joe Biden’s green subsidies have left Europe struggling for a response | Lorenzo Marsili,https://www.theguardian.com/commentisfree/2023/feb/03/joe-biden-green-deal-eu-joint-climate-fund,2023-02-03
article,World news,2023-02-05T22:19:15Z,"Ukraine’s defence minister to be moved from post, says Zelenskiy ally",https://www.theguardian.com/world/2023/feb/05/talk-of-resignation-and-retreat-swirls-in-ukraine-as-bakhmut-enters-endgame,2023-02-05
article,World news,2023-02-06T17:46:13Z,Calls to ease Syrian border controls as offers of aid pour in after earthquake,https://www.theguardian.com/world/2023/feb/06/calls-to-ease-syrian-border-controls-as-offers-of-aid-pour-in-after-earthquake,2023-02-06
article,World news,2023-02-08T12:50:23Z,Russia-Ukraine war at a glance: what we know on day 350 of the invasion,https://www.theguardian.com/world/2023/feb/08/russia-ukraine-war-at-a-glance-what-we-know-on-day-350-of-the-invasion,2023-02-08
article,World news,2023-02-08T13:29:03Z,Rishi Sunak lays down a marker with offer to train Ukraine pilots,https://www.theguardian.com/world/2023/feb/08/zelenskiy-rishi-sunak-lays-down-a-marker-with-offer-to-train-ukraine-pilots,2023-02-08
article,World news,2023-02-08T18:04:22Z,Zelenskiy’s skilful UK ‘state visit’ is key move in keeping Ukraine on west’s mind,https://www.theguardian.com/world/2023/feb/08/zelenskiys-skilful-uk-state-visit-is-key-move-in-keeping-ukraine-on-wests-mind,2023-02-08
article,Opinion,2023-02-08T19:09:41Z,The Guardian view on UK foreign policy: a post-Brexit void | Editorial,https://www.theguardian.com/commentisfree/2023/feb/08/the-guardian-view-on-uk-foreign-policy-a-post-brexit-void,2023-02-08
article,World news,2023-02-08T19:52:24Z,Volodymyr Zelenskiy makes appeal for jets in address to British parliament ,https://www.theguardian.com/world/2023/feb/08/volodymyr-zelenskiy-thanks-mps-and-address-in-speech-to-british-parliament,2023-02-08
liveblog,World news,2023-02-08T21:13:41Z,Sunak says ‘nothing off the table’ after Zelenskiy’s plea for fighter jets – as it happened,https://www.theguardian.com/world/live/2023/feb/08/russia-ukraine-war-live-updates-russian-offensive-kharkiv-or-zaporizhzhia-says-kyiv-joe-biden-to-stand-with-ukraine,2023-02-08
article,World news,2023-02-08T21:28:05Z,How Volodymyr Zelenskiy spent his day in Britain,https://www.theguardian.com/world/2023/feb/08/how-volodymyr-zelenskiy-spent-his-day-in-britain,2023-02-08
article,World news,2023-02-08T23:04:52Z,Zelenskiy meets Macron and Scholz and repeats appeal for aircraft and arms for Ukraine,https://www.theguardian.com/world/2023/feb/08/zelenskiy-meets-macron-and-scholz-and-urges-delivery-of-planes-and-arms,2023-02-08
article,World news,2023-02-09T11:25:34Z,Zelenskiy pushes for EU membership and raises fears of Russian designs on Moldova,https://www.theguardian.com/world/2023/feb/09/zelenskiy-pushes-for-swift-eu-membership-in-first-trip-to-brussels-since-invasion,2023-02-09
article,World news,2023-02-09T12:29:00Z,Russia-Ukraine war at a glance: what we know on day 351 of the invasion,https://www.theguardian.com/world/2023/feb/09/russia-ukraine-war-at-a-glance-what-we-know-on-day-351-of-the-invasion,2023-02-09
liveblog,World news,2023-02-09T18:56:04Z,Russia-Ukraine war: UK will not send fighter jets to Ukraine ‘if there is a risk to British safety’ – as it happened,https://www.theguardian.com/world/live/2023/feb/09/russia-ukraine-war-zelenskiy-to-lobby-eu-leaders-in-brussels-nato-chief-warns-moscow-is-preparing-new-offensive-live,2023-02-09
article,Environment,2023-02-10T12:00:06Z,"UK must quit climate-harming energy charter treaty, experts say",https://www.theguardian.com/environment/2023/feb/10/uk-must-quit-climate-harming-energy-charter-treaty-experts-say,2023-02-10
article,World news,2023-02-10T14:18:44Z,EU leaders plan tougher border controls as more people claim asylum,https://www.theguardian.com/world/2023/feb/10/eu-leaders-plan-tougher-border-controls-as-more-people-claim-asylum,2023-02-10
article,World news,2023-02-10T15:12:02Z,Marina Ovsyannikova says she still fears for her life after ‘chaotic’ escape to France,https://www.theguardian.com/world/2023/feb/10/marina-ovsyannikova-says-she-still-fears-for-her-life-after-chaotic-escape-to-france,2023-02-10
liveblog,World news,2023-02-10T19:00:17Z,"Russia-Ukraine war: ‘no indication’ of direct military threat to Moldova or Romania, says US – as it happened",https://www.theguardian.com/world/live/2023/feb/10/russia-ukraine-war-zaporizhzhia-hit-by-largest-missile-strike-fighter-jets-not-a-priority-says-macron-live,2023-02-10
article,World news,2023-02-10T19:00:33Z, What happened in the Russia-Ukraine war this week? Catch up with the must-read news and analysis,https://www.theguardian.com/world/2023/feb/11/what-happened-in-the-russia-ukraine-war-this-week-catch-up-with-the-must-read-news-and-analysis,2023-02-10
article,World news,2023-02-11T17:33:07Z,"Russia’s plans to seize eastern Ukraine could take two years, says Wagner boss",https://www.theguardian.com/world/2023/feb/11/russia-eastern-ukraine-wagner-boss-yevgeny-prigozhin,2023-02-11
article,Opinion,2023-02-12T08:00:19Z,Putin’s war has reinvigorated the west’s defence of liberty. That unity must not crack now | Andrew Rawnsley,https://www.theguardian.com/commentisfree/2023/feb/12/putins-war-has-reinvigorated-the-wests-defence-of-liberty-that-unity-must-not-crack-now,2023-02-12
article,Opinion,2023-02-12T18:30:29Z,The Guardian view on Lebanon’s crisis: a people betrayed | Editorial,https://www.theguardian.com/commentisfree/2023/feb/12/the-guardian-view-on-lebanons-crisis-a-people-betrayed,2023-02-12
article,Business,2023-02-14T17:53:35Z,Air India makes record-breaking purchases from Airbus and Boeing,https://www.theguardian.com/business/2023/feb/14/air-india-makes-record-breaking-purchases-from-airbus-and-boeing,2023-02-14
article,Environment,2023-02-16T10:15:14Z,Why World Bank head’s resignation is good news for climate crisis fight,https://www.theguardian.com/environment/2023/feb/16/world-bank-chief-david-malpass-resignation-climate-crisis,2023-02-16
article,Politics,2023-02-16T11:09:53Z,Sunak to meet Von der Leyen amid hopes of Northern Ireland protocol deal,https://www.theguardian.com/politics/2023/feb/16/sunak-von-der-leyen-northern-ireland-protocol-deal,2023-02-16
liveblog,Politics,2023-02-16T17:00:54Z,Royal Mail workers vote overwhelmingly to continue strikes – as it happened,https://www.theguardian.com/politics/live/2023/feb/16/nicola-sturgeon-snp-leader-race-tories-labour-uk-politics-live,2023-02-16
liveblog,World news,2023-02-16T18:59:47Z,Russia-Ukraine war: Zelenskiy rules out giving up any territory to Putin in potential peace deal – as it happened,https://www.theguardian.com/world/live/2023/feb/16/russia-ukraine-war-live-critical-infrastructure-hit-in-russian-strikes-on-western-region-of-lviv,2023-02-16
article,World news,2023-02-17T08:27:44Z,Zelenskiy to open Munich summit amid fears of new Russian offensive,https://www.theguardian.com/world/2023/feb/17/zelenskiy-ukraine-munich-summit-russian-offensive,2023-02-17
article,US news,2023-02-17T10:41:45Z,"Latest objects shot down over US not linked to China, Biden says | First Thing",https://www.theguardian.com/us-news/2023/feb/17/first-thing-latest-objects-shot-down-over-us-not-linked-to-china-biden-says,2023-02-17
article,Television & radio,2023-02-17T13:00:10Z,"‘If men become too feminine there’s going to be a problem’: Vincent Cassel on violence, Brexit and Andrew Tate",https://www.theguardian.com/film/2023/feb/17/vincent-cassel-on-playing-an-action-hero-at-56-its-almost-shameful-to-be-masculine-these-days,2023-02-17
article,World news,2023-02-17T14:52:45Z,Russia-Ukraine war at a glance: what we know on day 359 of the invasion,https://www.theguardian.com/world/2023/feb/17/russia-ukraine-war-at-a-glance-what-we-know-on-day-359-of-the-invasion,2023-02-17
article,World news,2023-02-17T18:08:07Z, Zelenskiy urges west to speed up arms support to head off Russia offensive,https://www.theguardian.com/world/2023/feb/17/zelenskiy-urges-west-speed-up-arms-support-ukraine-russia-offensive,2023-02-17
article,World news,2023-02-17T18:52:35Z,Macron makes provocative speech but Zelenskiy’s questions not all answered,https://www.theguardian.com/world/2023/feb/17/macron-makes-a-provocative-speech-but-zelenskiys-questions-are-not-all-answered,2023-02-17
article,Football,2023-02-17T19:00:17Z,Qatar buying Manchester United would be a disaster – just look at the state of PSG | Barney Ronay,https://www.theguardian.com/football/blog/2023/feb/17/qatar-buying-manchester-united-would-be-a-disaster-just-look-at-the-state-of-psg,2023-02-17
liveblog,World news,2023-02-17T19:00:18Z,Russia-Ukraine war: Zelenskiy says it is ‘obvious’ Putin will not stop with Ukraine; Macron calls for more military support – as it happened,https://www.theguardian.com/world/live/2023/feb/17/russia-ukraine-war-live-world-leaders-meet-in-munich-for-security-conference,2023-02-17
article,World news,2023-02-18T02:06:05Z,Russia-Ukraine war at a glance: what we know on day 360 of the invasion,https://www.theguardian.com/world/2023/feb/18/russia-ukraine-war-at-a-glance-what-we-know-on-day-360-of-the-invasion,2023-02-18
article,World news,2023-02-18T11:40:51Z,"US reaction to balloon ‘absurd and hysterical’, says top Chinese diplomat",https://www.theguardian.com/world/2023/feb/18/us-reaction-to-balloon-absurd-and-hysterical-says-top-chinese-diplomat,2023-02-18
liveblog,World news,2023-02-18T18:52:39Z,Sunak urges allies to ‘double down’ on military support – as it happened,https://www.theguardian.com/world/live/2023/feb/18/russia-ukraine-war-biden-will-send-message-to-putin-in-war-anniversary-speech-live,2023-02-18
article,World news,2023-02-18T20:00:06Z,Chinese peace plan for Ukraine greeted cautiously by the west,https://www.theguardian.com/world/2023/feb/18/chinese-peace-plan-for-ukraine-greeted-cautiously-by-the-west,2023-02-18
article,Opinion,2023-02-19T06:00:05Z,"The Observer view on the war in Ukraine, one year on: an even more dangerous phase may await | Observer editorial",https://www.theguardian.com/commentisfree/2023/feb/19/the-observer-view-on-the-war-in-ukraine-one-year-on-an-even-more-dangerous-phase-may-await,2023-02-19
article,World news,2023-02-19T12:19:39Z,"Ukraine war ‘over’ unless EU boosts military support, says top diplomat",https://www.theguardian.com/world/2023/feb/19/ukraine-war-over-unless-eu-boosts-military-support-says-top-diplomat,2023-02-19
article,World news,2023-02-19T15:05:32Z,"China may be on brink of supplying arms to Russia, says Blinken",https://www.theguardian.com/world/2023/feb/19/china-may-be-on-brink-of-supplying-arms-to-russia-says-blinken,2023-02-19
liveblog,World news,2023-02-19T19:31:37Z,Russia-Ukraine war live: shelling kills three in southern city of Berislav – as it happened ,https://www.theguardian.com/world/live/2023/feb/19/russia-ukraine-war-live-us-and-moscow-row-over-crimes-against-humanity-claims,2023-02-19
article,World news,2023-02-20T15:14:40Z,Russia-Ukraine war at a glance: what we know on day 362 of the invasion,https://www.theguardian.com/world/2023/feb/20/russia-ukraine-war-at-a-glance-what-we-know-on-day-362-of-the-invasion,2023-02-20
liveblog,World news,2023-02-20T21:15:43Z,"Joe Biden’s surprise visit to Kyiv ‘unprecedented in modern times’, says US – as it happened",https://www.theguardian.com/world/live/2023/feb/20/russia-ukraine-war-live-updates-latest-news-foreign-ministers-eu-ammunition-deal,2023-02-20
article,US news,2023-02-20T22:34:24Z,US informed Russia of Joe Biden’s Kyiv visit hours before departure,https://www.theguardian.com/us-news/2023/feb/20/how-biden-pulled-off-a-visit-to-an-active-ukrainian-war-zone,2023-02-20
article,Opinion,2023-02-22T18:01:16Z,‘Just give Ukraine the planes’ is the battle cry of the armchair generals. It's not that simple | Martin Kettle,https://www.theguardian.com/commentisfree/2023/feb/22/ukraine-planes-battle-russia-invasion-statecraft,2023-02-22
article,World news,2023-02-23T18:16:53Z,Emmanuel Macron criticised for giving Légion d’honneur to Jeff Bezos,https://www.theguardian.com/world/2023/feb/23/emmanuel-macron-criticised-for-ceremony-giving-jeff-bezos-legion-dhonneur,2023-02-23
article,World news,2023-02-23T18:16:53Z,Emmanuel Macron criticised for giving Légion d’honneur to Jeff Bezos,https://www.theguardian.com/world/2023/feb/23/emmanuel-macron-criticised-for-ceremony-giving-jeff-bezos-legion-dhonneur,2023-02-23
article,World news,2023-02-24T11:32:45Z,Year of war in Ukraine tests China’s ‘no limits’ relationship with Russia,https://www.theguardian.com/world/2023/feb/24/ukraine-war-china-russia-no-limits-relationship,2023-02-24
article,Opinion,2023-02-24T15:43:04Z,"For years, Putin didn’t invade Ukraine. What made him finally snap in 2022? | Anatol Lieven",https://www.theguardian.com/commentisfree/2023/feb/24/vladimir-putin-invade-ukraine-2022-russia,2023-02-24
liveblog,World news,2023-02-25T18:06:08Z,Russia-Ukraine war live: Moscow cuts oil supply to Poland – as it happened,https://www.theguardian.com/world/live/2023/feb/25/russia-ukraine-war-live-china-role-as-peacemaker-just-not-rational-says-biden,2023-02-25
article,Politics,2023-02-26T08:00:15Z,Tories sense a chance to turn the tide in critical month for Rishi Sunak,https://www.theguardian.com/politics/2023/feb/26/tories-sense-a-chance-to-turn-the-tide-in-critical-month-for-rishi-sunak,2023-02-26
liveblog,World news,2023-02-26T18:38:12Z,Russia-Ukraine war live: Putin accuses west of wanting to dismantle Russia – as it happened,https://www.theguardian.com/world/live/2023/feb/26/russia-ukraine-war-live-wagner-chief-claims-capture-of-village-near-bakhmut-ukraine-says-power-grid-recovering,2023-02-26
article,World news,2023-02-27T14:14:10Z,Lukashenko’s planned Xi meeting shows gulf between China and the US,https://www.theguardian.com/world/2023/feb/27/lukashenko-xi-meeting-china-us-russia,2023-02-27
article,World news,2023-02-27T20:45:42Z,Macron pledges to reduce French military presence in Africa,https://www.theguardian.com/world/2023/feb/27/macron-pledges-to-reduce-french-military-presence-in-africa,2023-02-27
liveblog,Politics,2023-02-27T21:25:26Z,Sunak sets out Northern Ireland trade deal to MPs as Labour vow to back agreement – as it happened,https://www.theguardian.com/politics/live/2023/feb/27/rishi-sunak-brexit-ursula-von-der-leyen-eu-northern-ireland-brexit-deal-uk-politics-live,2023-02-27
article,Politics,2023-02-27T23:36:54Z,Boris Johnson dangles threat of rebellion over Northern Ireland deal ,https://www.theguardian.com/politics/2023/feb/27/tory-brexit-hardliners-erg-meet-response-northern-ireland-protocol-deal,2023-02-27
article,World news,2023-02-28T11:50:40Z,‘A new page’: European newspapers hail Northern Ireland deal,https://www.theguardian.com/world/2023/feb/28/european-newspapers-northern-ireland-deal-brexit-rishi-sunak,2023-02-28
article,Politics,2023-02-28T20:27:16Z,‘It was time to act as adults’: how Sunak charmed his way through a deal,https://www.theguardian.com/politics/2023/feb/28/sunak-charmed-his-way-through-a-northern-ireland-deal-ursula-von-der-leyen-brexit,2023-02-28
article,Environment,2023-03-01T06:00:25Z,US firm to bid to turn DRC oil permits in Virunga park into conservation projects,https://www.theguardian.com/environment/2023/mar/01/us-firm-bid-turn-drc-oil-concessions-virunga-park-into-conservation-projects-aoe,2023-03-01
article,Opinion,2023-03-02T12:17:43Z,From short king spring to ‘short men are psychopaths’. When will the obsession with men’s height end? | Simon Usborne,https://www.theguardian.com/commentisfree/2023/mar/02/short-man-psychopath-study-napoleon-complex,2023-03-02
article,Weather,2023-03-04T06:00:17Z,‘Very precarious’: Europe faces growing water crisis as winter drought worsens,https://www.theguardian.com/weather/2023/mar/04/very-precarious-europe-faces-growing-water-crisis-as-winter-drought-worsens,2023-03-04
article,Opinion,2023-03-05T09:00:50Z,Nato faces an all-out fight with Putin. It must stop pulling punches | Simon Tisdall,https://www.theguardian.com/commentisfree/2023/mar/05/nato-putin-fight-russia-ukraine-war-pulling-punches,2023-03-05
article,UK news,2023-03-05T09:55:01Z,Rishi Sunak to launch bill to stop people arriving on small boats claiming asylum,https://www.theguardian.com/uk-news/2023/mar/05/sunak-to-launch-bill-to-bar-asylum-claims-from-people-arriving-on-small-boats,2023-03-05
